"","lat","lng"
"48121",33.1485558823529,-97.0814529411765
"48409",27.9845956521739,-97.5103217391304
"48213",32.225095,-95.871525
"48419",31.78694,-94.12965
"48139",32.40175,-96.78257
"48017",34.104575,-102.7589
"48477",30.2389833333333,-96.3777
"48119",33.4010666666667,-95.6800333333333
"48411",31.17784,-98.8022
"48397",32.8986285714286,-96.3983571428571
"48091",29.7577,-98.2408454545455
"48449",33.2335857142857,-95.0001714285714
"48233",35.7386,-101.479433333333
"48093",31.98711,-98.51157
"48019",29.7152666666667,-99.1199333333333
"48011",35.1062333333333,-101.3741
"48143",32.1825,-98.1725555555556
"48077",33.8302,-98.1947
"48225",31.3271636363636,-95.4089454545455
"48041",30.6429333333333,-96.3174777777778
"48227",32.28122,-101.34624
"48395",30.97738,-96.52641
"48331",30.8056166666667,-97.01305
"48323",28.74053,-100.49103
"48303",33.6101333333333,-101.77562
"48287",30.34794,-96.94208
"48295",36.3355,-100.25926
"48171",30.23995,-98.8561333333333
"48371",30.9551857142857,-102.527142857143
"48251",32.4105307692308,-97.3214769230769
"48059",32.3006,-99.32108
"48037",33.4301928571429,-94.3130428571429
"48167",29.4184285714286,-94.9363714285714
"48305",33.19385,-101.81625
"48249",27.7936214285714,-98.0512142857143
"48453",30.2960709677419,-97.7889548387097
"48355",27.7441875,-97.6323625
"48415",32.6701166666667,-100.91815
"48075",34.4265666666667,-100.212933333333
"48313",30.9655666666667,-95.9237333333333
"48049",31.7614545454545,-98.9992
"48351",30.8180142857143,-93.7230428571429
"48073",31.8779166666667,-95.195625
"48381",35.0066166666667,-101.89225
"48209",30.0761727272727,-97.9884363636364
"48485",33.987425,-98.6950125
"48273",27.4091,-97.8360666666667
"48465",29.49645,-101.031375
"48187",29.6212142857143,-98.0501142857143
"48115",32.69246,-101.94668
"48123",29.1521555555556,-97.3570333333333
"48081",31.921325,-100.4203
"48421",36.3366,-102.0739
"48491",30.6306166666667,-97.6075722222222
"48267",30.4982666666667,-99.7517333333333
"48499",32.7696,-95.4441625
"48195",36.28274,-101.3518
"48255",28.85245,-97.8628625
"48027",31.06685,-97.42999375
"48423",32.3099416666667,-95.2642583333333
"48211",35.9075,-100.381933333333
"48173",31.8674,-101.4864
"48495",31.80425,-103.12325
"48363",32.7037,-98.2601333333333
"48107",33.696925,-101.3865
"48437",34.57435,-101.718975
"48197",34.2686,-99.682975
"48203",32.57009,-94.31193
"48489",26.4410444444444,-97.7315444444444
"48051",30.46495,-96.582475
"48407",30.629125,-95.15605
"48473",29.9701428571429,-96.0023285714286
"48009",33.679925,-98.6734625
"48471",30.70628,-95.45548
"48315",32.8135666666667,-94.2962
"48261",27.2235,-97.7951
"48065",35.38962,-101.25884
"48023",33.572,-99.3654
"48243",30.58345,-104.19375
"48005",31.2814,-94.69179
"48445",33.1847,-102.31196
"48161",31.6937,-96.2763
"48275",33.5506833333333,-99.6889166666667
"48001",31.8177,-95.6719454545455
"48259",29.9026,-98.8122666666667
"48067",33.0807363636364,-94.2923272727273
"48503",33.1694285714286,-98.6629285714286
"48239",28.9159666666667,-96.5831
"48369",34.51072,-102.8325
"48151",32.7600333333333,-100.339333333333
"48265",30.06132,-99.22486
"48025",28.44078,-97.77973
"48341",35.93418,-101.96424
"48455",31.0908428571429,-95.1575714285714
"48335",32.40665,-100.860175
"48343",33.0787,-94.73338
"48281",31.16485,-98.179125
"48463",29.35465,-99.6569333333333
"48191",34.60125,-100.63905
"48117",34.8419,-102.35085
"48205",35.78665,-102.36285
"48237",33.1806571428571,-98.1379
"48087",34.896075,-100.22695
"48155",34.0060666666667,-99.6377333333333
"48047",27.16034,-98.11568
"48311",28.4701,-98.4495
"48353",32.34842,-100.47216
"48319",30.78645,-99.17405
"48109",31.0407,-104.834
"48189",34.13435,-101.783775
"48033",32.767,-101.4465
"48079",33.6479,-102.798
"48461",31.179,-102.07965
"48101",34.11875,-100.37475
"48089",29.5770727272727,-96.5041363636364
"48253",32.8268125,-99.82535
"48035",31.9038,-97.6281222222222
"48063",33.0012666666667,-95.0449333333333
"48377",29.8744666666667,-104.373566666667
"48247",27.21482,-98.75046
"48169",33.27655,-101.4658
"48379",32.886575,-95.86475
"48175",28.69698,-97.45644
"48405",31.41735,-94.1903
"48459",32.6800111111111,-94.9017
"48359",35.315475,-102.3869
"48165",32.8592,-102.5436
"48317",32.2469333333333,-101.881466666667
"48327",30.8938,-99.6562
"48103",31.3919,-102.3503
"48435",30.5708,-100.644
"48269",33.6216,-100.329
"48003",32.3088,-102.54105
"48365",32.16544,-94.36108
"48271",29.2616333333333,-100.415566666667
"48443",30.1508,-102.4079
"48137",29.8712,-100.1234
"48383",31.1935,-101.4599
"48417",32.63725,-99.2311
"48429",32.7374,-98.7903
"48301",31.7073,-103.5989
"48329",32.0278,-102.1107
"48413",30.8617,-100.5979
"48235",31.19495,-100.99575
"48385",29.7367333333333,-99.9292
"48393",35.6924,-100.6416
"48105",30.7074,-101.2059
"48263",33.2600666666667,-100.662366666667
"22013",32.35895625,-93.07454375
"22023",29.8538833333333,-93.25085
"22043",31.5571545454545,-92.5603
"22067",32.80893,-91.83711
"22017",32.6527666666667,-93.8638666666667
"22115",31.1398470588235,-93.1820588235294
"22009",31.0505263157895,-92.0314631578947
"22075",29.6375434782609,-89.8126043478261
"22113",29.9660181818182,-92.1993727272727
"22069",31.726784,-93.08494
"22031",32.0608555555556,-93.7515222222222
"22057",29.6796666666667,-90.5751266666667
"22101",29.7582692307692,-91.3887538461538
"22053",30.29155,-92.79484
"22059",31.7427363636364,-92.2192636363636
"22073",32.5197461538462,-92.1108076923077
"22127",31.9262181818182,-92.6745909090909
"22039",30.7030333333333,-92.3845416666667
"22099",30.2213777777778,-91.8039666666667
"22111",32.8379818181818,-92.4046272727273
"22097",30.60196,-92.013255
"22061",32.5999857142857,-92.6662714285714
"22119",32.7155076923077,-93.3536692307692
"22051",29.8545181818182,-90.1289772727273
"22125",30.8933333333333,-91.4160333333333
"22079",31.2128214285714,-92.5133392857143
"22085",31.5868153846154,-93.5541615384615
"22041",32.0867125,-91.7347
"22077",30.71722,-91.54919
"22035",32.70782,-91.1898
"22109",29.5843133333333,-90.7486466666667
"22063",30.4262545454545,-90.7509090909091
"22011",30.666575,-93.346475
"22105",30.6671352941176,-90.4517
"22089",29.932825,-90.39711875
"22001",30.2600090909091,-92.4242727272727
"22025",31.6297666666667,-91.8304416666667
"22029",31.55555,-91.623475
"22003",30.6549125,-92.86825
"22027",32.8460571428571,-92.9452714285714
"22093",30.033375,-90.7726333333333
"22049",32.311525,-92.6441
"22047",30.2876,-91.2621166666667
"22021",32.0664,-92.1145666666667
"22065",32.3765,-91.14086
"22055",30.2036625,-92.06055
"22033",30.48651,-91.11098
"22019",30.2557058823529,-93.2896294117647
"22117",30.888975,-90.04985
"22081",32.07,-93.3550777777778
"22103",30.4267176470588,-89.9420941176471
"22123",32.8000714285714,-91.4055571428571
"22007",29.9515333333333,-91.0519333333333
"22087",29.880125,-89.8389916666667
"22037",30.84647,-91.10794
"22005",30.17506,-90.94665
"22083",32.4396,-91.7068555555555
"22015",32.61386,-93.6264466666667
"22045",29.9621,-91.8418428571429
"22091",30.77505,-90.71495
"22121",30.42712,-91.2712
"22071",30.0687,-89.9288
"22095",30.0565,-90.57258
"22107",31.9332666666667,-91.2883666666667
"37171",36.40935,-80.69013
"37015",36.1569875,-77.042225
"37011",36.11018,-81.90132
"37101",35.5397083333333,-78.3245083333333
"37055",35.7252176470588,-75.6496294117647
"37151",35.7679818181818,-79.7553363636364
"37045",35.328475,-81.5494375
"37127",35.9559545454545,-77.9637636363636
"37037",35.66333,-79.25576
"37073",36.4525333333333,-76.7128
